dataset,origin,id,doc,summ,model_name,cut,error_type,annotated_span
CLIFF,cnndm,03c2addf1f6af4febd3098c3f8a5b632e1109dad,"Tony Fernandes spoke of his despair after his Queens Park Rangers team twice threw away a lead against Aston Villa, with the Rangers chairman watching the scenes at Villa Park from afar on his iPhone. Christian Benteke's hat-trick earned a draw for Villa, with his last goal coming just seven minutes before full-time, and within five minutes of what had looked like a winner from Charlie Austin. Matt Phillips had earlier given QPR the lead in the first half but taking all three points wasn't to be for the relegation-threatened visitors and they had to settle for a point at Villa Park. Tony Fernandes spoke of his despair after his Queens Park Rangers team twice threw away a lead. Fernandes, Rangers chairman, was watching the 3-3 draw at Villa Park from his iPhone away from the game. Taking all three points wasn't to be for the relegation-threatened visitors and they had to settle for a point. And Fernandes, currently in Malaysia, spoke of his experience of a variety of emotions while watching the game from the other side of the world.'It's a strange thing thus QPR love,'he tweeted.'I went to bed at 1 in the morning. I got up exactly at 2.45 am. No alarm. My heart knew it's QPR time..'I watched the game on my iPhone all kinds of emotions. Despair, disappointment, joy, but most important pride. 4 points from two away games.'Fernandes revealed that Richard Dunne and Leroy Fer could return for Sunday's visit of Chelsea and that Yun Suk-young would also return after that game. The character of QPR's Clint Hill and Chris Ramsey were praised by their club's chairman on Twitter. Charlie Austin looked like he might have scored a late winner for QPR but Christian Benteke equalised. Clint Hill scored his first Barclays Premier League goal for Rangers'second, and Fernandes was delighted with the display of the veteran centre back, even if he did fail to get to grips with the prolific Benteke. He also reserved praise for manager Chris Ramsey.'Clint hill typified our fighting spirit,'he posted.'As I've always said players playing for the badge and Chris Ramsey what a pro.'Finally, Fernandes posted some cryptic tweets as to his own future at the club, perhaps hinting that he would be leaving. Hill had equalised in the second half after hosts Villa led 2-1 at the break courtesy of Benteke's two goals. Matt Phillips opened the scoring for Rangers but they found themselves pegged back by brilliant Benteke. Fernandes is also Global CEO of AirAsia, the airline that saw flight QZ8501 go missing late last year.'It's been a tough three months since December 28th. Abuse, tragedy, close friends gone but I never stopped believing in all that we do,'Fernandes said.'The decision on my future has been made. 6 games 18 points. Never stop believing rangers fans. Les also a hero. Never stop believing.'. QPR stay inside the relegation zone but moved up to 18th place with the draw. They face Chelsea at Loftus Road on Sunday in what is sure to be another occasion to play on supporters', and the owners', emotions..",QPR twice threw away a lead against Aston Villa on Saturday. Christian Benteke's hat-trick earned Villa a 3-3 draw at Villa Park. Tony Fernandes was watching the game from his iPhone in Malaysia. The QPR chairman praised Clint Hill and Chris Ramsey on Twitter.,Pegasus,val,['extrinsic-NP'],['Saturday']
CLIFF,cnndm,01f0f898a0c17984078ecf74d86552d428f751af,"Crystal Palace co-chairman Steve Parish described a'great moment'as he basked in the glory of his club's 2-1 win over champions Manchester City. After the game, Parish posed for a picture at Selhurst Park with Palace manager Alan Pardew, England boss Roy Hodgson and Bill Wyman-one of the original members of The Rolling Stones and avid Palace fan. Parish posted the picture on Instagram, writing:'Great moment for me, AP, the England manager, one of the original @RollingStones @bill_wyman.'. Writing in his FourFourTwo column broadcaster Geoff Shreeves, who was also in the Palace boardroom after the game, said:'(Bill Wyman) has been an avid supporter for 68 years, having attended his first game aged 10.'He can name virtually every player in that period, despite having spent 30 of those years in The Rolling Stones.'Bill Wyman is not only a charming man but also somebody with a genuine passion for the game and its traditions. Wyman (back right) with fellow members of The Rolling Stones back in 1964.'Given Bills rock-star status, Steve Parish overlooked his normally strict rule that you must wear a shirt and tie in the boardroom.'Hodgson, who was a youth team player for Palace in the 1960s and is from the area, will have been casting his eye over a host of English players. Pardew used seven Englishmen including matchwinner Jason Puncheon, while England No 1 Joe Hart and utility man James Milner both played for City. Jason Puncheon (right) celebrates his goal with fellow Englishman Wilfried Zaha.",Crystal Palace beat Manchester City 2-1 at Selhurst Park on Sunday. Co-chairman Steve Parish described the win as a'great moment'Parish posed for a picture with England boss Roy Hodgson and Bill Wyman.,Pegasus,val,['extrinsic-NP'],['Sunday']
CLIFF,cnndm,83d6436741b1022766c9baa31ffc00748fa415ec,"On Thursday, NPR--headquartered in Washington, just 40 miles away from Baltimore--ran its latest update on the urban turmoil that has erupted in the wake of the death of 25-year-old Freddie Gray because of still-unexplained spinal injuries that occurred while he was under police custody. Unfortunately, while it was a freshly produced segment, it was hardly a new story. Titled""Baltimore Unrest Reveals Tensions Between African-Americans And Asians,"" the five-minute piece is urgently introduced with the promise that it will reveal""what's really happening in the more troubled neighborhoods of this majority black city,"" going on state that a key ingredient of the unrest was African-Americans""targeting Asian-owned businesses for destruction."" A similar claim was made after Ferguson's uprising in August of last year. Indeed, it has been a toxic feature of the coverage of many episodes of mass metropolitan violence since the late 1980s, the era during which the trope of widespread hostility between Asian and black communities first took root in the media consciousness. Yes, interethnic tensions continue to exist, though they are hardly limited to Asians and blacks. And yes, this has resulted in troubling incidents and tragedies on both sides. But while reports say that during the chaotic social breakdowns of the past year, black-owned businesses were mostly protected during bouts of violence, there's little evidence to suggest a pattern in which Asian businesses have been actively targeted out of racial animus. Instead, it seems as if Asian-owned stores have experienced damage partly because they make up a portion of establishments operating in the most economically vulnerable and socially volatile of neighborhoods. In other words, they were collateral damage, along with other stores in the vicinity of riots. So it's time to call this persistent meme what it is: A misleading, hyperbolic and dangerous distraction, one that shifts blame away from the real issues. As Jennifer Lee, sociology professor at University of California, Irvine, and author of the 2002 book""Civility in the City: Blacks, Jews and Koreans in Urban America,"" notes,""the mainstream media continues to pit minority groups against one another to draw attention from larger structural problems that plague poor, disadvantaged communities. By directing our attention to interminority conflict, it directs blame away from the structures that perpetuate gross inequality and toward individual problems."" Let's be honest. There were then--and still are--legitimate issues that exist between immigrant storeowners and the largely African American customers they serve that are rooted in extensive cultural differences. There's no denying that friction exists in the daily transaction between embattled communities trying hard to coexist under economic and social pressures. For example, in 1993, the robbery and shooting of Joel Lee, a 21-year-old Korean American at Towson State University, and the subsequent acquittal of his killer, was a point of contention between the Korean and African American communities. But things are different now. Decades after the height of media-inflamed tension between Asian and African Americans, patterns of immigration have shifted. Stores once operated by recent Korean immigrants are now owned by strivers from South Asia, the Middle East and Africa. The population of Baltimore has shrunk and its economy has contracted. Among merchants, there's ever-greater recognition that they and their customers are tied by a red thread, surviving or failing together. For decades, black and Asian advocacy groups have been trying to bridge differences between the communities. For example, the Baltimore-based Korean-American Grocers & Licensed Beverage Association of Maryland, founded in 1995, has worked to support its entrepreneurial members in their own attempts to address longstanding issues of neglect and abuse by Baltimore's police, while also encouraging them to build deeper ties with their constituents. A KAGRO-sponsored annual scholarship program has given hundreds of thousands of dollars in college grants to children growing up in the Baltimore neighborhoods their member retailers serve. These aren't the kind of stories you'll hear in the media. It's easier to focus on attention-grabbing anecdotes rather than the long, hard work of adjustment and accommodation going on within and around communities. Back in 1995, the Baltimore Sun profiled Soon Jae and Eun Ja Lee, owners of Lee's Food Market in the West Baltimore's Sandtown neighborhood--the same part of the city that NPR called out as a locus of Asian-black tension. The story highlighted the Lees'openness to the community, their politeness and care for their customers and their outstanding generosity, which includes both free snacks to schoolchildren and the distribution of tens of thousands of free food baskets to needy local families each year. I spoke with Eun Ja Lee, calling her without warning to check on the status of the Lees'four-decade-old business after the violence of Monday and Tuesday. Were they open? Were they safe?""Oh, of course we're open, we're always open!"" said Mrs. Lee, warmly and brightly.""This week, many customers came in and said to me'Mrs. Lee, don't worry you are part of our community, you are our family. We will make sure you are OK--just stay open!'We love it. We love it."" And yet, no one has come and interviewed her at their untouched and fully operational family market, nor have they talked with her customers, stoutly loyal after 37 years of patronage. Reinforcing the tired narrative of black-Asian interracial tension generates heat, but not light. There's a far more complex and nuanced relationship between these two urban populations, one that is in an ongoing state of evolution--and it deserves to be told, not buried under cliches and clickbait.","In Baltimore unrest, NPR reported tension between African-Americans and Asian-owned businesses. Kevin Coval: It's time to call this persistent meme what it is: A misleading, hyperbolic and dangerous distraction.",Pegasus,val,['extrinsic-NP'],['Kevin Coval:']
CLIFF,cnndm,be8a11519f9001b83610bc1e39ef476617921054,"Bearing in mind hes a dog, Don the border collie did a pretty good job yesterday of piloting a tractor across a motorway. To be fair, however, this probably wasnt the first thought to strike rush-hour drivers as they watched him crash through a fence and come hurtling towards them. Like a scene from Wallace and Gromit, the intrepid sheepdog was at the controls when he sent the farm utility vehicle down a steep bank, on to the busy carriageway and into the central reservation barrier. Don's owner Tom Hamilton (pictured) was tending to a lamb when the sheepdog took control by nudging the controls. The tractor smashed through a fence before ending up on the road. Don was unhurt in the ordeal but the incident caused major tailbacks. Despite considerable damage, Don escaped unhurt ?¡ÒC but left scores of motorists wondering if they were imagining things.. Traffic Scotland tweeted a bizarre warning that there may be hold-ups due to a dog taking control of tractor, adding: Nope, not joking.. Appropriately, they couldnt resist the hashtag: #maycausetailbacks. Observers and Twitter commentators joined the pun fun by speculating: Police investigating ?¡ÒC so far no leads; or the inevitable: This is barking.. The incident happened at junction 13 of the M74, near Abington in South Lanarkshire. Sheep farmer Tom Hamilton was travelling across a field in the John Deere Gator farm vehicle with his companion in the passenger seat during their morning rounds. Behind the wheel: Don leaned on the controls of the tractor before driving it on to the M74 near Abington in South Lanarkshire during rush hour. The vehicle shot out of the field and crashed down a bank by the side of the road before colliding with the central reservation of the M74 near junction 13 northbound as shown by the red arrow. Moments after he got out of the vehicle, it took off with Don at the wheel.. Safely back at nearby Kirkton Farm yesterday with Don at his side, Mr Hamilton explained: I was sorting out one of the lambs and hadnt put the brake on. When I turned around I saw it racing towards the motorway. I ran after it but I couldnt catch up.. Traffic Scotland tweeted the news that a dog had'taken control of a tractor'before adding,'nope, not joking'Officers cleared the motorway within half an hour and Don was reunited with his relieved owner at nearby Kirkton Farm. Remarkably, drivers managed to avoid the runaway vehicle before it came to crashing halt, and none was hurt.. Nor did the black and white border collie (a breed noted for its intelligence and obedience) panic or flee in terror.. He didnt even bark, Mr Hamilton said.. Police said Don had set the vehicle in motion by inadvertently leaning on the controls. So far people seem to find it amusing, Mr Hamilton said.. But I think Dons driving days are over.. Monty, a giant schnauzer cross, was pictured driving a mini down a race track in New Zealand in 2012.",Don the border collie was tending to a lamb when he took control of the tractor. The vehicle shot out of the field and crashed down a bank by the side of the road before colliding with the central reservation of the M74. Officers cleared the motorway within half an hour and Don was reunited with his relieved owner at nearby Kirkton Farm.,Pegasus,test,['intrinsic-NP'],['Don the border collie']
CLIFF,cnndm,4bf31c1ec86cf9123bd6ef0d227b6dc9dc9b37de,"There can be no doubt that the bone-jarring collisions we see on Saturday will be far more substantial than the flick from David Beckham's right boot which led to Diego Simeone collapsing in apparent agony on the same pitch 17 years ago. This mouth-watering repeat of last year's European Cup semi-final in Saint-Etienne's famous Stade Geoffrey-Guichard will be no place for faint-hearted souls like Argentina's 1998 football World Cup captain. Instead, Saracens head coach Mark McCall wants warriors. Twenty-three of them, to be exact, if every player in his squad gets on to the field to face a Clermont Auvergne team that made Aviva Premiership champions Northampton look like a pub side only two weeks ago. Veteran fly half Charlie Hodgson will run the show for Saracens against Clermont on Saturday. England centre Brad Barritt will captain Mark McCall's side against at Stade Geoffroy-Guichard. Owen Farrell has recovered from a knee injury and has been named on the bench for the big clash. CLERMONT AUVERGNE: N Abendanon; N Nakaitaci, J Davies, W Fofana, N Nalaga; B James, L Radosavljevic; V Debaty, B Kayser, D Zirakashvili, J Cudmore, S Vahaamahina, J Bonnaire, D Chouly (capt), J Bardy. SARACENS: A Goode; C Ashton, M Bosch, B Barritt (capt), C Wyles; C Hodgson, R Wigglesworth; M Vunipola, J George, P Du Plessis, G Kruis, J Hamilton, M Itoje, B Vunipola, J Burger. Kick-off: 3.15pm, Stade Geoffroy-Guichard, Saint-Etienne.. TV: LIVE on BT Sport 1 from 2.30pm. Referee: George Clancy (Ireland). Jacques Burger, Clermont's nemesis in last year's semi-final, is back after a one-match ban while 20-year-old Maro Itoje will take the other flank in a Saracens pack that must match Clermont's monstrous eight for physicality.'Experience tells us that in games as big and as difficult as this you need your warriors,'McCall said this week. Saracens'experience also tells them Clermont can be beaten. This time last year the sides met at the same stage and produced what many believed to be a seminal performance in Sarries'history as Vern Cotter's men were crushed 46-6 at Twickenham. There were warriors aplenty for the men in black that day as Saracens powered into their first European Cup final only to fall short against a Jonny Wilkinson-inspired Toulon in the final. Maro Itoje has been named to start at blindside flanker following a string of impressive performances. On Saturday, a similarly Herculean effort will be required against a Clermont side who have almost forgotten how to lose at their own Stade Marcel-Michelin. Stade Geoffrey-Guichard, however, is not home territory for either club, though Saracens travel as underdogs.'Playing away from home has always galvanised us,'said Saracens battle-hardened centre Brad Barritt ?a captain in the absence of Alistair Hargreaves.'Early in this team's evolution we spoke about going to these arenas where Saracens had never won and knocking over another hurdle. This is another chance to make an everlasting memory and take a massive scalp. It's something that brings the best out of this team.'Clermont have an array of attacking talent that can hurt Saracens with Wesley Fofana to the fore. Few teams know each other better, with last year's semi-final still fresh in the memory as well as two pool games this season which saw honours shared. This week McCall invited Jim McGuinness, the former Donegal gaelic football manager and current Celtic psychologist, to address the squad before training. McCall said:'When Jim took over in 2010 Donegal hadn't won a game for three seasons and hadn't won a championship in 19.'He took them on a journey over four seasons where they won the all-Ireland in year two and have been Ulster champions in three out of the four years he coached them. It seemed like a very similar journey to our own. Our players were captivated.'Jacques Burger (centre) was a standout performer in Saracens'46-6 victory at Twickenham last season. Saracens are able to call on linchpin No 8 Billy Vunipola, who starts in a back row alongside Burger and Itoje who, standing 6ft 5in and weighing 18st 2lb, epitomises the modern-day rugby player. Vunipola was cleared on Tuesday of intentionally head-butting Leicester's Mathew Tait in last weekend's Premiership encounter.. With veteran fly-half Charlie Hodgson in the form of his life and Owen Farrell on the bench after recovering from the knee injury which kept him out of England's Six Nations campaign, Saracens are close to full strength. Barritt believes experience will be crucial.'We have a squad who have been there and done it,'he said.'We have experienced those highs and lows of winning a Premiership, losing in the final of the Premiership and consistently getting to the latter stages of the Europe. Those experiences made us a stronger and better team. McCall (above) invited ex-Donegal gaelic football manager Jim McGuinness to speak to his side this week.'We feel like we're in a great position for the final run-in of the season. We've won the last six or seven games. In these big games it's often about adapting to the situation and we know we have got a few strings to our bow.'Against a Clermont side capable of striking from anywhere on the field, Saracens will need all those strings. Billy Vunipola was cleared on Tuesday of intentionally head-butting Leicester full back Mathew Tait.",Saracens face Clermont Auvergne at Stade Geoffroy-Guichard on Saturday. Mark McCall has made 23 changes to the side that beat Northampton. Maro Itoje will start at blindside flanker in place of Alistair Hargreaves.,Pegasus,val,['extrinsic-predicate'],['has made 23 changes to the side that beat Northampton']
CLIFF,cnndm,87fc96df318c8bd4e272be2ec5127b9984dd37b0,"A mother says she must quit her job after her daughter was refused a place at a junior school 150 yards from their front door-and sent to one more than two miles away instead. Seven-year-old Charlotte Briggs was told she cannot attend Lydgate Junior School in Sheffield even though she can see it from her bedroom window.. Her mother Lynne, 49, who has two other children, claims taking her daughter to school and back every day would require four hours of travelling on the bus and force her to quit her job. Unhappy: Charlotte Briggs, seven, was refused a place at a school 150 yards from her home and offered one two miles away, so her mother Lynne, pictured together, must quit her job to ensure she gets there and back. Decision: The schoolgirl leaves across the street from her preferred school but instead will have to head to Shooters Grove Primary, which is around two miles away. Mrs Briggs had believed Broomhill Infants School in Sheffield, where Charlotte is a student, was a feeder school to Lydgate Junior, so only put one school on Charlotte's admission form. The mother-who works in IT for Sheffield City Council and is married to financial planner Simon, 55,-also believed the short distance from her home to the school would also be a deciding factor. But the council said the school Charlotte attends has never been a feeder school and advised parents to always submit three preferences when applying. Charlotte is in the catchment area but the school is oversubscribed, so children who also live in the area but go to the correct feeder school were given a place above her. Mrs Briggs is now planning to appeal the decision made by the authority after Charlotte was given a spot at Shooters Grove Primary-more than two miles away. She said:'I know that lots of parents are in similar positions but what is different here is that not only are we in catchment, we live about as close to the school as possible.. Rejected: Charlotte Briggs was refused a place at Lydgate Junior School (above) in Sheffield, even though she can see it from her bedroom window.'Parents park outside our house when dropping their children off at Lydgate Juniors.'The council uses an""as the crow flies"" criteria for working out who lives nearer in the event of over subscription within catchment and if I look out of my landing window, all that stands between us and the school are the Kings Court OAP flats and a couple of houses.'I've been told Broomhill is no longer a feeder school and all the places have been allocated at other infant schools.'I have looked at bus timetables. I wouldn't be able to drop Charlotte off at school and get into town for work. It would take an hour and five minutes each way twice a day. I simply wouldn't be able to do it.'Jayne Ludlam, the council's executive director of children, young people and families said:'We do understand that it is difficult if a child cannot be offered a place at their preferred school..'We always encourage parents to submit three preferences in case their first preference cannot be accommodated.. Alternative: The seven-year-old was instead offered a place at Shooters Grove-more than two miles away.'Broomhill Infant School is not and has never been a linked feeder school to Lydgate Junior School and a member of the Admissions Team attended Broomhill in October 2014 to offer help and advice to parents before applying.'If only one preference is submitted and cannot be accommodated, a place may have to be offered at the nearest school with available places. This may be a school outside the catchment area, if no other preferences were requested.'If a family has specific reasons for seeking a place at an oversubscribed school they can submit an appeal to the independent appeals panel, which will convene in June and July.'Mrs Briggs said she has contacted her local prospective parliamentary candidates in Deputy Prime Minister Nick Clegg's constituency of Sheffield Hallam-but has yet to receive a reply.. She added: The school she has been allocated is down into one valley and down the other side. It's ridiculous. If we were to go by bus it would be a bus into town and then another one out. It would take an hour and five minutes to get to school. We are appealing the decision but we won't find out until July what the outcome is, which is very late for us to plan and buy uniforms..",Charlotte Briggs refused a place at Lydgate Junior School in Sheffield.,Pegasus,test,['intrinsic-predicate'],['refused']
CLIFF,cnndm,33259941aa02eea8cd2cb5c2bbc3998543eb68d7,"Team Sky's Geraint Thomas had to settle for 14th place in an incident-packed Tour of Flanders as Norwegian Alexander Kristoff took victory in a sprint finish with Holland's Niki Terpstra. With Tom Boonen and Fabian Cancellara-winners of six of the last 10 races here-missing through injury, Thomas was one of the favourites to claim the title following his recent victory in E3 Harelbeke and third-place finish at the Gent-Wevelgem sprint classic. He was in contention for much of Sunday's race as Team Sky set the pace in the peloton for lengthy periods, but the Welshman was unable to recover ground as Kristoff (Team Katusha) and Terpstra (Etixx-Quick-Step) launched a late breakaway. Alexander Kristoff celebrates by spraying champagne after winning the Tour of Flanders. Norway's Kristoff poses after beating off competition from Niki Terpstra to win the Tour of Flanders race. The highly-fancied Kristoff came home in a time of six hours, 26 minutes and 38 seconds, with Terpstra just behind and local hope Greg van Avermaet of Belgium (BMC) seven seconds back in third. Thomas, looking to become only the second Briton to win the event after Tom Simpson in 1961, finished in the chasing pack almost a minute back. It was not to be for Team Sky, who had pushed hard throughout as they sought their first win in one of cycling's big five classic one-day races-and one that was not short of incident. Sir Bradley Wiggins, in one of his last rides for Team Sky, was one of a number of riders to hit the deck during the race when he crashed in the middle of the peloton while trying to negotiate a tight left-hand turn. Team Sky's Geraint Thomas finished in 14th position after struggling to close the gap on the likes of Kristoff. Although he needed a spare bike, Wiggins was able to continue but other riders suffered worse with New Zealander Jesse Sergent-who was part of a seven-man breakaway group-suffering what was feared to be a fractured collarbone after being hit by a neutral service car as it tried to overtake him. Incredibly, there was another incident involving a support car later on which saw Sebastien Chavanel also knocked off his bike and out of the race. The Frenchman was hit by his team car after it had been rear-ended by another vehicle. Other riders were also involved in spills on the testing surfaces while there was a near moment of farce when one of the inflatable markers straddling the road started to deflate, leaving the riders with barely enough room to get underneath without having to break stride. The late drama was created by Kristoff and Terpstra, though. They escaped the pack with around 30 kilometres left and, with no one able to catch them, it was down to one of them to take the crown. Terpstra bided his time on the final straight as he sat on Kristoff's wheel waiting for the right moment to attack, but when he did the Norwegian reacted and left his rival trailing as he claimed his second'Monument'title after his Milan-San Remo triumph in 2014...",Team Sky's Geraint Thomas finished 14th in the Tour of Flanders. Norwegian Alexander Kristoff won the race in a sprint finish.,Pegasus,val,['intrinsic-predicate'],['finished']
CLIFF,cnndm,e9f852074f53cfa36c0b73048979ff8c00e2e65c,"Manchester United and Liverpool target ?¡°o25million Memphis Depay has held talks with Paris St Germain this week with the permission of his club PSV Eindhoven. The dialogue between PSG and Depay represents a threat to the Premier League clubs with the Qatari-backed French club understood to have made a significantly better financial offer than Liverpool. United have yet to hold detailed talks with the player but have informed PSV of their wish to do so while Liverpool have established a good relationship with the club and would be serious contenders to sign the wide player if United's offer does not match their own. Memphis Depay (centre) has held talks with PSG, despite Liverpool and Manchester United's interest. Holland player Depay (right) has caught the eye of clubs over Europe with good form for club and country. Louis van Gaal gave Depay his international debut but could miss out on bringing him to Old Trafford. However, Depay is intrigued by the prospect of playing with Zlatan Ibrahimovic and is good friends with Gregory van der Wiel, his team-mate in the Holland national team, who is also at PSG. With Bayern Munich also considering a move for the winger, a move to the Premier League is in the balance though if United firm up their interest, they clearly have an advantage. Louis van Gaal gave Depay his international debut for Holland and the player also worked under van Gaal's assistant, Albert Stuivenberg in the Holland Under-17 team which won the 2011 European Championships.",Memphis Depay has held talks with Paris St Germain this week. PSG understood to have made a significantly better financial offer than Liverpool. PSV have informed PSV of their wish to do so while Liverpool have established a good relationship with the club. Depay is intrigued by the prospect of playing with Zlatan Ibrahimovic.,Pegasus,val,['intrinsic-NP'],['PSV']
CLIFF,cnndm,0246ddab6a44f81d1b3cfb6d8f3c156d1096158f,"Wayne Rooney knows Champions League qualification is Manchester United's to lose, making this weekend's clash with Aston Villa all the more important. Louis van Gaal's side sit fourth in the Barclays Premier League standings as the season enters the closing stages, boasting a five-point cushion over the chasing pack after winning so impressively at Liverpool before the international break. Juan Mata's brace earned United a deserved 2-1 triumph at Anfield to give them a buffer over the Reds, as well as fellow top-four contenders Southampton and Tottenham. Manchester United captain Wayne Rooney feels the club are on course to qualify for the Champions League. United midfielder Juan Mata scored a fantastic brace against Liverpool to secure his side a 2-1 win at Anfield. The second of Mata's goals was a brilliant improvised scissor kick to give United a 2-0 lead in the second-half. However, Rooney is well aware how quickly things can change, admitting nothing less than victory will suffice when Aston Villa come to Aston Villa on Saturday.'Yes it was (a six-pointer at Liverpool), but that means nothing if we don't beat Aston Villa on Saturday,'the United captain said.'Obviously Arsenal play Liverpool as well, so if we can get the win against Villa that will be an even better result than Liverpool was for us.'I think there are still eight games left. We are in a good position at the minute so it's in our own hands, so have to make sure we do it.'Rooney and several of his United team-mates only returned home from international duty on Wednesday afternoon after a technical fault on the England team plane delayed their departure from Turin. It meant an extra night in Italy, where it looked like they would be leaving after a night to forget as Graziano Pelle punished the Three Lions'poor first-half display. However, Andros Townsend's wonder strike saw England secure a 1-1 draw following a much-improved performance after half-time, when Roy Hodgson's bold substitutions paid off-as did his decision to partner Rooney with full debutant Harry Kane. The England skipper had spent the first half in midfield role as Hodgson tinkered with his side, although he is not allowing that experimentation to be an excuse.'I think it's important in tournament football you might need that, so that's what we were doing,'the 29-year-old said. Rooney competes for the ball with Italy defender Andrea Ranocchia during Tuesday's international friendly. Rooney runs forward with the ball during the friendly match at the Juventus Stadium in Turin on Tuesday.'We were trying a few different things out because you never know with injuries and suspensions in tournament football. The best time to do it is obviously in the friendlies.'You could clearly see in the first half that it didn't work so I think the manager made good changes at the right time which helped us to get back into the game.'Obviously I haven't played in midfield for a few weeks. Sometimes it is difficult to go from up front to midfield or from midfield to up front-sometimes it does take time.'I had a few chances and could have scored, so I felt I played better when I went up front.'United team-mate Phil Jones was another to struggle away from his preferred position, looking lost at times at the base of the diamond. He looked more assured when he dropped back into defence after Chris Smalling complained of feeling unwell and was replaced by Michael Carrick late in the opening period. The 33-year-old had not played for England since October 2013 before these matches and Rooney loves having his club-mate around.'I felt Michael Carrick was the best player on the pitch by a mile,'he said.'He gave us great composure, he slowed the game down when we needed to and started our attacks really well.'Asked if Carrick has been under-rated throughout his career, Rooney said:'Not from me and certainly not from Manchester United fans.'I think he is a fantastic player. He has been a big reason why, at United, we have won so many trophies over the last few years. So from myself and his team-mates, he has not been under-estimated.'United and England midfielder Michael Carrick has been singled out for his strong performance against Italy..",Manchester United beat Liverpool 2-1 at Anfield in the Premier League. Louis van Gaal's side are five points clear of Southampton and Tottenham. Wayne Rooney believes United are on course to qualify for the Champions League.,Pegasus,test,['intrinsic-NP'],['Southampton and Tottenham']
CLIFF,cnndm,15adbace5ad32429ac3e85d964602b70bbae469f,"It's probable that Thiago Alcantara would never have signed for Manchester United even if David Moyes had wanted him. Once Pep Guardiola had made it clear he required the midfelder at Bayern Munich, it was pointless for United to continue their pursuit anyway,. But the fact that Moyes wasn't keen on the transfer -'not his type'said a club source-was probably an early indication that he wasn't the right fit for United. Not that Moyes is a bad judge of a player; all managers get it wrong at some point. However, United's need for passing quality from deep midfield was apparent throughout Moyes'short time at the club. Indeed, it has continued to be a problem until Michael Carrick fully recovered from injury and Ander Herrera began to find his feet. The kind of passing display Thiago delivered in Bayern's 6-1 win over Porto on Wednesday has been precisely what United have been missing. Thiago (right) heads in Bayern Munich's first goal during their 6-1 win over Porto on Tuesday night. Thiago blows a kiss to the crowd as he celebrates his goal which started Bayern's remarkable comeback. Thiago is congratulated on his strike by Pep Guardiola, the man who took him from Barcelona to Bayern. Without quality in that area, few teams can compete at the elite level any more. It used to be the case that a requirement of playing holding midfield was height, strength and an ability to tackle. Given that most distribution emanates from deep, being among the best passers of the ball in that position is infinitely more important now. Moyes might quite reasonably been worried that Thiago was on the slight side to thrive in the rough and tumble of the Premier League. And his troubles with repeated knee ligaments injuries until his comeback this year add some weight to that theory-he was much missed by Spain at the World Cup after pulling out with a knee injury. But there are few players in the world who can pass like Thiago. Gary Neville has spoken about how Paul Scholes was once among that small group of players who could dictate a game simply with the tempo and the accuracy of their passing. Andrea Pirlo and Xavi are two more from Scholes'generation. Thiago is now elevating himself to their level. One experienced German journalist who has been watching Bayern for 35 years commented last night:'Thiago might well be the most technically-gifted central midfielder who has ever played for Bayern.'. Thiago dictated the pace of the game from deep for Bayern Munich as they crushed Porto. Thiago started his career at Barcelona but was overlooked for Cesc Fabregas (right) by boss Tito Vilanova. And no-one has invested more in Thiago than Guardiola, which is why United had no realistic chance of signing him once his offer had been made. It was Pep who promoted him to the first team at Barcelona in 2009 and made him an integral part of the squad. But when Pep left, his successor, the late Tito Vilanova, wanted Cesc Fabregas to play that role. Thiago was sidelined, hence his availability in the summer of 2013. He is very much a global footballer for the 21st century. His dad, of course, is Brazilian, the World Cup winner Mazinho; Thiago was born in Italy and raised in Spain. He opted to play for the country in which he was living, rather than that of his forefathers or his birth, and was outstanding for Spain in the European Under 21 championships in 2013, scoring a hat-trick in the final against Italy in a 4-2 win. At Barcelona they are said not to be disturbed by the rise of Thiago. Ivan Rakitic and Sergio Busquets have that position covered. But Xavi is off to Qatar and Cesc is at Chelsea. Should Barca end up against Bayern in the Champions League semi finals, they may yet rue the day they deemed him surplus to requirements. David Moyes believed Thiago may not be able to cope with the physical demands of the Premier League..",Thiago scored in Bayern Munich's 6-1 win over Porto on Tuesday night. Former Manchester United boss David Moyes wanted to sign him. Thiago is one of the best passers of the ball in his position in the world.,Pegasus,test,['intrinsic-predicate'],['wanted to sign him']
